id,text,p_green,u,human_label,notes,llm_green_suggested,llm_confidence,llm_rationale,is_green_human,override
8729113,"1. A compound selected from the group consisting of (S)-4-[2-(4-benzyl-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4′-fluoro-biphenyl-4-yloxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-chloro-3-fluoro-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-bromo-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(3,4-dichloro-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-chloro-2-fluoro-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-methoxy-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-trifluoromethyl-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; 3-[2-((S)-2-amino-4,5-dihydro-oxazol-4-yl)-ethoxy]-benzonitrile; 3-[4-(S)-2-amino-4,5-dihydro-oxazol-4-yl)-ethoxy]-benzoic acid methyl ester; (S)-4-[2-(3,5-difluoro-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; 3-[2-((S)-2-amino-4,5-dihydro-oxazol-4-yl)-ethoxy]-benzoic acid benzyl ester; (S)-4-[(S)-2-(4-chloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-chloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3,4-difluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-3-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-bromo-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-chloro-4-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-2-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(2,4-difluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3,4-dichloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; 3-[(S)-2-(S)-2-amino-4,5-dihydro-oxazol-4-yl)-1-methyl-ethoxy]-benzonitrile; (S)-4-[(S)-2-(4-phenoxy-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-(S)-2-phenoxy-propyl)-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(R)-2-(3-chloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(R)-2-(3-chloro-4-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(R)-2-(3,4-dichloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-(S)-2-phenoxy-butyl)-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-bromo-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-chloro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-3-fluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(2,4-difluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-fluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3,4-difluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-chloro-4-fluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-trifluoromethyl-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3,4-dichloro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-2-fluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-benzyloxy-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; 3-[(S)-1-((S)-2-amino-4,5-dihydro-oxazol-4-ylmethyl)-propoxy]-phenol; (S)-4-[(S)-2-(2,4,5-trifluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(naphthalen-2-yloxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(2,4-dichloro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-3-(4-fluoro-phenyl)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(R)-3-(4-fluoro-phenyl)-butyl]-4,5-dihydro-oxazol-2-ylamine; (4 S)-4-[3-(3,5-difluoro-phenyl)-pentyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-1-(4-fluoro-phenyl)-ethoxymethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-((S)-1-phenyl-propoxymethyl)-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(4-fluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(2,4-difluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(3-chloro-4-fluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(3,4-difluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(4-chloro-phenyl)-cyclobutyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(3,5-difluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(3-chloro-5-fluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(4-bromo-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[(3-chloro-phenyl)-dimethyl-silanyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; and (S)-4-{2-[(4-chloro-phenyl)-dimethyl-silanyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine.",0.5034025094186738,0.9931949811626524,,,1,medium,"The patent claim describes a complex array of compounds containing a dihydro-oxazole core linked to various substituted benzyl and alkoxy groups. The combination of these structural elements strongly suggests a focus on developing novel chemical entities with potential applications in green technology, particularly within the realms of pharmaceuticals, agrochemicals, or specialty materials due to the presence of fluorinated moieties often associated with enhanced stability and bioactivity.",0,1
9126682,"1. A method comprising: operating an aerial vehicle in a hover-flight orientation, wherein the aerial vehicle is connected to a tether that defines a tether sphere having a radius based on a length of the tether, wherein the tether is connected to a ground station; while the aerial vehicle is in the hover-flight orientation, positioning the aerial vehicle at a first location that is substantially on the tether sphere, wherein the first location is substantially downwind of the ground station; transitioning the aerial vehicle from the hover-flight orientation to a forward-flight orientation, such that the aerial vehicle moves from the tether sphere, wherein the aerial vehicle has attached flow, and wherein a tension of the tether is reduced; and operating the aerial vehicle in the forward-flight orientation to ascend at an angle of ascent to a second location that is substantially on the tether sphere, wherein the second location is substantially downwind of the ground station.",0.5034197398264083,0.9931605203471834,,,1,high,"The claim describes a method for utilizing an aerial vehicle to navigate and ascend, specifically focusing on positioning and maneuvering *around* a tether. The elements of hovering, tether connection, downward wind positioning, transition to forward flight, and subsequent ascent all strongly point towards a technology designed to mitigate climate change through strategic positioning of aerial vehicles – a core function of many green technology initiatives. The tether element directly relates to the concept of reducing atmospheric carbon dioxide through controlled movement, a critical element in climate change mitigation.",0,1
9506007,1. A low sulfur marine distillate fuel trunk piston diesel engine lubricating oil composition comprising: (a) a major amount of a Group I base oil and/or a Group II base oil; (b) a detergent composition comprising: wherein the ratio of weight % medium overbased detergent to weight % high overbased detergent is from about 0.1:1 to 10:1; wherein the TBN of the composition is less than 30 mg KOH/g; wherein the composition does not contain:,0.4964554861271102,0.9929109722542204,,,0,low,"The claim describes a lubricant oil composition – a product used in engines – rather than a technology designed to mitigate climate change. It focuses on the properties of the oil (base oil and detergent) and doesn’t involve any innovative process or material that would be considered green technology.  The emphasis is on refining and performance characteristics of a traditional fuel oil, not on reducing emissions or utilizing sustainable alternatives.",0,0
9075928,"1. A multi-core shared memory controller for managing memory coherence among a plurality of processing cores which may cache data and a shared memory comprising: a plurality of input ports, one corresponding to each one of the plurality of processing cores, for receiving memory access requests to the shared memory including read address, write address and write data from the corresponding processing core; a coherence maintenance address queue having a plurality of entries, each entry storing an address of an access request committed to the shared memory and an assigned ID tag; an ID allocation block coupled to said coherence maintenance address queue assigning an available ID tag from a set of ID tags to an access committed to the shared memory for storage in said coherence maintenance address queue and retiring a coherence maintenance address queue entry upon receipt of a completion signal from the shared memory indicating completion of the corresponding access; and a comparator coupled to said input ports and said coherence maintenance address queue and receiving an address of a memory access request, said comparator comparing the address of the memory access request with all addresses stored in said coherence maintenance address queue and generating a hazard stall signal if the address of the memory access request matches any address stored in said coherence maintenance address queue.",0.5035695061888958,0.9928609876222084,,,1,medium,"The claim details a memory coherence management system incorporating a shared memory with a ‘hazard stall signal’ triggered by a match with a memory access request. This directly relates to maintaining data consistency and preventing data corruption, which are crucial aspects of mitigating climate change due to the potential for errors in data storage and processing – a core function of green technology. The detailed component specifications – address queues, ID allocation, and comparator – are characteristic of advanced memory management systems increasingly utilized in climate-conscious data centers and cloud computing.",0,1
9236796,"1. A method of having a negative output voltage at a negative output terminal of a charge pump tracking a positive output voltage at a positive output terminal of the charge pump, wherein the charge pump comprises a first switch, a second switch, a third switch, a fourth switch, an inductor, a first output capacitor, a flying capacitor and a second output capacitor, wherein: the inductor having a first end and a second end, wherein the first end is coupled to an input terminal; the first switch having a first end, a second end and a control end, wherein the first end of the first switch is coupled to the second end of the inductor, and the second end of the first switch is coupled to a reference ground; the second switch having a first end, a second end and a control end, wherein the first end of the second switch is coupled to the second end of the inductor, and the second end of the second switch is coupled to the positive output terminal; the first output capacitor having a first end and a second end, wherein the first end of the first output capacitor is coupled to the second end of the second switch, and the second end of the first output capacitor is coupled to the reference ground; the flying capacitor having a first end and a second end, wherein the first end of the flying capacitor is coupled to the second end of the inductor; the third switch having a first end, a second end and a control end, wherein the first end of the third switch is coupled to the second end of the flying capacitor and the second end of the third switch is coupled to the negative output terminal; the second output capacitor having a first end and a second end, wherein the first end of the second output capacitor is coupled to the second end of the third switch, and the second end of the second output capacitor is coupled to the reference ground; and the fourth switch having a first end, a second end and a control end, wherein the first end of the fourth switch is coupled to the second end of the flying capacitor and the second end of the fourth switch is coupled to the reference ground; the method comprising selecting a serial resistance for the second switch in its ON state to be at least twice higher than the serial resistance for each of the first switch, the third switch and the fourth switch in their ON states.",0.4962157987402572,0.9924315974805143,,,1,high,"The patent claim describes a charge pump circuit with a complex arrangement of switches and capacitors, explicitly incorporating a “negative output voltage” and a “serial resistance” selection mechanism. This detail strongly suggests a mechanism for influencing the flow of electrical current, which is the core of climate change mitigation efforts through energy efficiency and renewable energy deployment – directly impacting carbon emissions. The reference to ""having a negative output voltage"" further links the technology to a climate-focused application.",0,1
8562250,"1. A method of injecting surface water into soil beneath a ground area comprising: installing a series of elongated channel members into a series of holes formed extending into the ground, said channel members having a series of lengthwise extending channel features defined therein opening to the outside of the members, said channel features each have a curving wall extending radially outward from an attached central core and curving circumferentially to an end portion curving radially back inward towards said central core but terminating before reaching said central core, to form a lengthwise slot extending into a partially continued space defined by said curving wall, said wall able to be compressed substantially by ground pressure to reduce the volume in said partially confined space and create a pumping action extending said channel members to a substantial depth below grade, further including installing a pattern of shorter and longer length channel members into said ground area, with the longer members upper ends installed at a depth in the area of a bottom end of each of said shorter members, whereby soil moisture tends to enter said channel features formed therein and drain downwardly through said channel features to inject water into the soil around said channel member lower ends.",0.5039723601822363,0.9920552796355272,,,1,high,"The claim describes a system for injecting water into the soil using a network of elongated channel members, which directly relates to hydrological processes and the potential for water management as a mitigation strategy against drought and soil moisture depletion. The “pumping action” and “reduction of volume” elements strongly suggest a method designed to increase soil moisture content, a key component in combating climate change through enhanced water retention.",0,1
9485883,"1. A sensor device comprising: a substrate comprising an antistatic film; a circuit comprising a plurality of semiconductor elements over the substrate; an antenna electrically connected to the circuit over the substrate; a sensor provided over the substrate and electrically connected to the circuit; and a flexible secondary battery over the substrate and electrically connected to the circuit and the antenna, wherein the sensor device is configured to be implanted in a living body.",0.4957287699171636,0.9914575398343272,,,1,medium,"The claim describes a “sensor device” implanted in a living body, directly linked to a flexible secondary battery and utilizing an antistatic film and semiconductor elements. This strongly indicates a focus on biomedical applications and potentially incorporates elements related to health monitoring, which are central to mitigating health-related impacts, though not directly addressing climate change mitigation itself.  The “flexible secondary battery” element adds a technological component crucial for long-term monitoring, underscoring a potential role in environmental health monitoring.",0,1
9112193,"1. A sealing assembly for metal components, the sealing assembly having an electrical insulating property by which said metal components are electrically insulated from each other by the sealing assembly, the sealing assembly configured as a gas-tight seal between said metal components at temperatures above 400 degrees Celsius, the sealing assembly comprising: a ceramic layer which is an electrical insulator, the ceramic layer having pores and grain boundaries; a brazing material disposed on and in contact with the ceramic layer without a barrier layer between the ceramic layer and the brazing material; the brazing material having a composition configured to reduce infiltration of the brazing material into the ceramic layer at pores and grain boundaries of the ceramic layer; said brazing material composition comprising:",0.5043282218963124,0.9913435562073752,,,1,high,"The claim details a sealing assembly designed to electrically insulate metal components, a core requirement for mitigating climate change through reducing energy consumption and emissions related to industrial processes. The mention of ‘electrical insulation’ and ‘temperature above 400 degrees Celsius’ directly points to a mitigation strategy – minimizing energy use and heat generation, which is a significant contributor to climate change.  The ‘gas-tight seal’ aspect further reinforces the protective function, aligning with climate change goals related to reducing greenhouse gas leakage.",0,1
9617195,"1. A low-temperature method of generating smoke, the method comprising initiating a frontal polymerization reaction by heating a composition comprising a monomer compound that exothermically polymerizes upon initiation with an initiator compound and an initiator compound that initiates polymerization of the monomer compound present at a mass concentration that is 5% or more of the mass concentration of the monomer compound, wherein the polymerization of the monomer compound is exothermic, wherein the concentration of initiator compound is 5% or more of the concentration of monomer compound, and wherein the smoke mainly comprises thermal decomposition products of the initiator compound; wherein the initiator compound is t-butyl peroxybenzoate.",0.5044383588089205,0.991123282382159,,,1,high,"The claim details a specific method for generating smoke – a process involving exothermic polymerization. The use of t-butyl peroxybenzoate as an initiator compound, coupled with a high monomer concentration (5% or more), strongly suggests a method aimed at reducing greenhouse gas emissions, specifically through the controlled decomposition of volatile organic compounds (VOCs) into less harmful substances.  The “thermal decomposition products” aspect is a key indicator of mitigation efforts.",0,1
9040331,"1. A method of forming a diode, the method comprising: depositing a layer of a dielectric material over a substrate, the dielectric material having a dielectric surface distal from the substrate; patterning a first opening in the dielectric material to expose a first portion of the substrate, the first opening being through the dielectric surface of the dielectric material, the first opening having an aspect ratio of at least 1; forming a first bottom diode region by growing a compound semiconductor material that is lattice mismatched to the substrate in and above the first opening, the first bottom diode region having a first sidewall surface extending above and away from the dielectric surface of the dielectric material; forming a first active diode region directly adjacent the first sidewall surface of the first bottom diode region, the first active diode region having a second sidewall surface extending above and away from the dielectric surface of the dielectric material; and forming a top diode region directly adjacent the second sidewall surface of the first active diode region in a plane parallel to the dielectric surface of the dielectric material intersecting the first bottom diode region, the first active diode region, and the top diode region.",0.5045110147156792,0.9909779705686416,,,1,medium,"The claim describes the fabrication of a diode structure with specific geometric features – a layered dielectric, patterned openings, compound semiconductor material with mismatched lattice, and side wall surfaces – all of which are directly related to the creation of semiconductor devices and, crucially, the formation of structures that *could* influence heat dissipation and potentially contribute to improved energy efficiency, thus falling under the umbrella of green technology. The emphasis on lattice mismatch adds a dimension of design aimed at reducing heat generation, a key aspect of climate change mitigation.",0,1
9468398,1. A method for detecting and quantifying intrinsic positive end-expiratory pressure (PEEPi) of a respiratory patient breathing with the assistance of a ventilator comprising: receiving by a processing device respiratory airway data from one or more sensors adapted to non-invasively monitor a respiratory patient; correcting for leaks in an airway circuit of the ventilator by the processing device by modifying the respiratory airway data to compensate for leak flow in the respiratory airway data; calculating from the modified respiratory airway data by the processing device two or more parameters that are indicative of or quantify intrinsic positive end-expiratory pressure of the patient; and generating by the processing device an indication of intrinsic positive end-expiratory pressure based on the two or more parameters.,0.4954126110307325,0.9908252220614652,,,1,high,"The claim describes a system for monitoring and quantifying a patient’s respiratory pressure – PEEP – which is a key indicator of respiratory distress and, crucially, a potential consequence of respiratory failure. The process of correcting for leaks and calculating parameters directly relates to the process of detecting and quantifying a physiological pressure, suggesting a direct link to mitigating respiratory problems.",0,1
9499238,"1. A portable ice crusher assembly for mounting on a deck of a ship comprising: a) A ship with a deck that extends to a forward deck end at a bow of the ship; b) An ice crusher support assembly comprising: c) An ice crusher comprising a weighted container with a plurality of spikes fastened to a bottom of the weighted container; d) A deck power assembly comprising an electric motor, an electric clutch, a power pulley, and a moveable cable attached to the power pulley; e) Wherein the moveable cable extends around the upper pulley to suspend the ice crusher at a height above ice.",0.4949931071562196,0.9899862143124392,,,1,high,"The claim details a device designed to create ice for shipboard use – a portable ice crusher. This directly relates to mitigating the effects of climate change by reducing reliance on fossil fuels for ice production, which is a significant contributor to greenhouse gas emissions. The mention of “ice” and “ship” further solidifies the connection to climate change mitigation through its use of a resource often associated with energy-intensive processes.",0,1
8420575,"1. A method of forming an underlying layer of an alignment film for an oxide superconducting conductor, comprising: causing the base material to travel a plurality of times between at least a pair of turnaround member groups consisting of a plurality of coaxially disposed turnaround members that change a movement direction of the base material, which travels between a base material feed mechanism and a base material take-up mechanism, the base material feed mechanism feeding a base material, and the base material take-up mechanism taking up the base material; arranging two or more kinds of targets along a lengthwise direction of a base material so as to face a surface of the base material; simultaneously irradiating an ion beam on surfaces of the two or more kinds of targets to deposit constituent particles of the two or more kinds of targets on the surface of the base material in the order of the arrangement of the two or more kinds of targets; and forming a laminate in which two or more kinds of thin films are repeatedly laminated on the surface of the base material by passing the base material through a deposition region of the constituent particles a plurality of times so that the constituent particles of the two or more kinds of targets are repeatedly deposited on the surface of the base material at each passage.",0.5050194181584954,0.9899611636830092,,,1,high,"The claim details a process for creating an oxide superconducting conductor utilizing ion beam deposition, specifically focusing on layering and deposition of particles onto a base material. This directly relates to the creation of materials used in superconducting technologies, which are fundamentally linked to mitigating climate change through reduced energy consumption and improved efficiency – therefore, it falls squarely within the realm of green technology. The iterative deposition and layering described are core to the manufacturing of advanced materials used in energy-efficient technologies.",0,1
9745308,"1. A compound of formula (I): wherein R R R Cy is a heteroaryl, which may be optionally and independently substituted by one or more of halogen, —OH, —(CH R Z, when present, is —O—, —NH—, —C(O)—, —NHC(O)—, —C(O)NH—, —S—, —S(O)—, or —S(O) m is zero or 1; n is 1 or 2; p at each occurrence independently is zero or an integer ranging from 1 to 3; or a pharmaceutically acceptable salt thereof.",0.5051215975877165,0.9897568048245672,,,1,high,"The claim describes a compound with specific substituents – heteroaroyls, halogen atoms, hydroxyl groups, and amines – all potentially designed to influence chemical properties for pharmaceutical or other applications. These elements strongly suggest a focus on chemical modification and potentially the development of new materials or pharmaceuticals, which are central to green technology and climate change mitigation efforts, though the exact mechanism isn’t explicitly defined.",0,1
8508196,"1. A switching regulator with a soft-start function comprising: a first oscillation circuit for outputting a start-up switching signal when an output voltage of the switching regulator is lower than a predetermined voltage; a reference voltage circuit for outputting a gradually-increasing reference voltage at start-up of the switching regulator; an operational amplifier for comparing the gradually-increasing reference voltage with a feedback voltage determined based on the output voltage of the switching regulator; a second oscillation circuit for outputting a switching signal; a PWM comparator for comparing an output signal of the operational amplifier with the switching signal; a switch circuit for selectively outputting the start-up switching signal and an output signal of the PWM comparator based on the output voltage of the switching regulator; and a control circuit for controlling the gradually-increasing reference voltage, wherein the gradually-increasing reference voltage follows and matches a voltage across a capacitive element, wherein when the output voltage is below the predetermined threshold, the control circuit controls the voltage across the capacitive element to follow and match the feedback voltage, and when the output voltage exceeds the predetermined voltage, the control circuit controls the capacitive element to charge based on current sourced from a constant current source circuit.",0.4947609836628916,0.9895219673257832,,,1,high,"The claim describes a switching regulator with a soft-start function, specifically designed to reduce the voltage drop during startup, which directly addresses mitigating the impact of sudden voltage fluctuations that can contribute to energy waste and potential instability – a core element of climate change mitigation strategies. The reference to capacitive elements and voltage matching further reinforces this focus.",0,1
9312607,"1. A package for active electronics, comprising: a housing structure configured to house the active electronics; a connector element; and an interposer element adhered to the housing structure by epoxy, mechanically fastened to the connector element and disposed to define a tie point between the housing structure and the connector element such that the tie point is remote from respective edges of the housing structure and the connector element.",0.4947353066047441,0.9894706132094884,,,1,high,"The claim explicitly describes a “package for active electronics,” which directly relates to the design and construction of devices that consume electricity, impacting energy use. The “connector element,” “interposer element,” and “tie point” all indicate a component designed to facilitate the transmission and management of electrical signals, a core function in many electronic devices and thus relevant to climate change mitigation through energy efficiency.",0,1
9398517,"1. A method for use in a network element comprising: providing an indication of a type of connectivity provided in a telecommunication cell, the connectivity defining a connection using a Local Packet Gateway via a nodeB serving the telecommunication cell; wherein the indication of the type of connectivity provided indicates one of: local internet protocol access (LIPA) connectivity; selected internet protocol traffic offload (SIPTO) connectivity or remote connectivity; wherein providing the indication of a type of connectivity provided occurs in a non-access stratum (NAS) functional layer; wherein providing the indication of a type of connectivity comprises sending at least one of an ACTIVATE DEFAULT EPS BEARER CONTEXT REQUEST message; or an ACTIVATE PDP CONTEXT ACCEPT message; and wherein providing the indication of a type of connectivity occurs during one of: when responding to a request for an additional packet data protocol (PDP) context; or when responding to a request for a packet data network (PDN) connection.",0.4946286556803254,0.9892573113606508,,,1,high,"The claim details a method for a network element – specifically a nodeB – that provides connectivity based on various types of protocols (LIPA, SIPTO, remote, PDP). The provision of messages like ACTIVATE DEFAULT EPS BEARER CONTEXT REQUEST and PDP CONTEXT ACCEPT strongly indicates a mechanism for facilitating network communication and, critically, addressing network infrastructure needs – all key aspects of climate change mitigation and green technology.",0,1
9413852,"1. An industrial device, comprising: a memory that stores executable components; a processor operatively coupled to the memory that executes the executable components, the executable components comprising:",0.5055469203760663,0.9889061592478674,,,1,high,"The claim explicitly describes a “memory that stores executable components” – a core component of a computer system.  The “processor operatively coupled to the memory” indicates a functional relationship crucial to the device’s operation, which directly relates to processing and data management, thus fueling a technological advancement.  The “executable components” further reinforce the technological focus.",0,1
8662016,"1. A thistle seed or Nyjer seed bird feeder, comprising: an elongated, sock-like tubular feeder body having a selectively closable upper end, a lower end, and a non-metallic mesh wall extending therebetween; said mesh wall defining feed openings which are small enough to prevent bird feed in said feeder body from freely passing therethrough but which are large enough so that birds may feed therethrough; a plurality of vertically spaced-apart flexible feed baffle members positioned in said feeder body and secured thereto above said lower end thereof; each of said flexible feed baffle members maintaining a certain amount of bird feed at that level in said feeder body while permitting bird feed to pass downwardly therethrough; each of said feed baffle members comprising an inverted, truncated funnel member; each of said funnel members of said feed baffle members including a lower peripheral portion which is positioned closely to the inside surface of said feeder body, a truncated, inverted conical portion, having upper and lower ends, which extends upwardly from said lower peripheral portion, and a generally cylindrical portion, having upper and lower ends, which extends upwardly from said upper end of said truncated, inverted conical portion; and a plurality of flexible support members secured to and extending between said upper end of said cylindrical portion of each of said feed baffle members and said feeder body which maintain said generally cylindrical portion and said conical portion thereof in a functional position; said feeder body and each of said feed baffle members being comprised of a flexible material which permits said feeder body and said feed baffle members to be folded or collapsed for shipment or storage when said feeder body is empty of bird feed.",0.5055668803974697,0.9888662392050608,,,1,high,"The claim describes a specialized seed feeder designed to maximize bird feeding while minimizing seed leakage. The “sock-like tubular feeder body,” “mesh wall,” “feed baffle members,” and “flexible support members” are all key elements associated with bird feeder design and, consequently, potentially contribute to mitigating bird populations and their impact on agricultural ecosystems – indirectly influencing climate change mitigation through bird management.",0,1
8948114,"1. An integrated circuit for communicating with a reception apparatus using a plurality of divided frequency bands in a communication band, the communication band being divided into the plurality of divided frequency bands and each divided frequency band including a plurality of subcarriers, the integrated circuit comprising: a generation section configured to control generation of information per divided frequency band according to a format including information on a spatial multiplexing number and information on a spatial multiplexing weight for use in a spatial multiplexing transmission with the reception apparatus; and a transmission section configured to control transmission of the generated information to the reception apparatus.",0.4943939878746344,0.9887879757492688,,,1,high,"The claim describes a sophisticated communication circuit incorporating a plurality of divided frequency bands and subcarriers – all crucial elements for modern wireless communication. The “spatial multiplexing” aspect directly relates to the fundamental principle of utilizing multiple frequencies to transmit data simultaneously, a core element in many modern communication technologies, including those used for wireless data transmission and potentially impacting signal strength and interference – thus aligning with climate change mitigation through efficient spectrum utilization.",0,1
9141398,"1. A semiconductor system comprising: a host apparatus programmed to initialize a plurality of electronic devices in units of a group using one packet, wherein the host apparatus is further programmed to transmit a packet for initialization of the electronic devices, the packet including a first group number and a first number of power units available for the initialization, wherein each of the electronic devices includes a processor and a register, the register storing a second group number and a second number of power units, the second number of power units being a number of required power units during initialization of each of the electronic devices, the plurality of electronic devices sequentially receiving the packet, wherein for each of the plurality of electronic devices, the processor is programmed to determine that the first group number is matched with the second group number, and the first number of power units is not lower than the second number of power units, and based on that determination the processor which has not been initialized performs the initialization, the processor updates the first number of power units to a differential value obtained when the second number of power units is subtracted from the first number of power units, and the processor transmits the packet to a next electronic device, and wherein the processor is programmed to determine that an electronic device has been already initialized, and based on that determination the processor transmits the packet to the next electronic device without performing the initialization.",0.5057969907820941,0.988406018435812,,,1,high,"The claim describes a system utilizing a packet to initialize electronic devices, specifically focusing on the calculation and adjustment of power units during initialization. The core functionality – determining matched group numbers and adjusting power units based on a difference – directly relates to the optimization of power usage and energy efficiency, a key component of climate change mitigation strategies. The mention of “differential value” and “subtracting” also hints at technologies designed to reduce energy consumption.",0,1
8739148,"1. A method of re-programming a utility meter from a first program code to a second program code, while performing metering operations, using an application server program, said utility meter comprising a memory and a microcontroller operating according to program code that is stored in said memory, said method comprising: controlling, via said microcontroller, the metering operations on said utility meter according to said first program code; remotely receiving, at said utility meter, said application server program from a remote computer using a public link data connection; using said application server program to receive the second program code and to control the metering operations on the utility meter while receiving the second program code; checking an integrity of said second program code to verify the integrity prior to overwriting said first program code, wherein checking the integrity of said second program code comprises utilizing checksums to determine the integrity; overwriting, in said memory, said first program code with said second program code; and controlling, via said microcontroller, the metering operations according to said second program code.",0.5060432917112138,0.9879134165775724,,,1,high,"The claim details a process of re-programming a utility meter using a remote application server. This directly relates to the core functionality of smart meters, which are a key component in many climate change mitigation efforts by enabling efficient energy monitoring and potentially reducing consumption. The process of overwriting and reprogramming the meter’s memory also represents a fundamental technology used for environmental control and resource management.",0,1
